tick_id,timestamp,second_bucket,records_in_tick
373,2025-04-22T15:47:47.275749-04:00,2025-04-22T15:47:47,400
374,2025-04-22T15:47:47.460243-04:00,2025-04-22T15:47:47,400
375,2025-04-22T15:47:47.674223-04:00,2025-04-22T15:47:47,400
376,2025-04-22T15:47:47.702148-04:00,2025-04-22T15:47:47,400
377,2025-04-22T15:47:47.773955-04:00,2025-04-22T15:47:47,400
378,2025-04-22T15:47:47.983904-04:00,2025-04-22T15:47:47,400
379,2025-04-22T15:47:48.181752-04:00,2025-04-22T15:47:48,400
380,2025-04-22T15:47:48.487007-04:00,2025-04-22T15:47:48,400
381,2025-04-22T15:47:48.512937-04:00,2025-04-22T15:47:48,400
382,2025-04-22T15:47:48.690462-04:00,2025-04-22T15:47:48,400
383,2025-04-22T15:47:48.794184-04:00,2025-04-22T15:47:48,400
384,2025-04-22T15:47:49.004622-04:00,2025-04-22T15:47:49,400
385,2025-04-22T15:47:49.024568-04:00,2025-04-22T15:47:49,400
386,2025-04-22T15:47:49.308808-04:00,2025-04-22T15:47:49,400
387,2025-04-22T15:47:49.514770-04:00,2025-04-22T15:47:49,400
388,2025-04-22T15:47:49.538707-04:00,2025-04-22T15:47:49,400
389,2025-04-22T15:47:49.560648-04:00,2025-04-22T15:47:49,400
390,2025-04-22T15:47:49.717131-04:00,2025-04-22T15:47:49,400
391,2025-04-22T15:47:50.026131-04:00,2025-04-22T15:47:50,400
392,2025-04-22T15:47:50.046583-04:00,2025-04-22T15:47:50,400
393,2025-04-22T15:47:50.225612-04:00,2025-04-22T15:47:50,400
394,2025-04-22T15:47:50.329337-04:00,2025-04-22T15:47:50,400
395,2025-04-22T15:47:50.532791-04:00,2025-04-22T15:47:50,400
396,2025-04-22T15:47:50.555729-04:00,2025-04-22T15:47:50,400
397,2025-04-22T15:47:50.837426-04:00,2025-04-22T15:47:50,400
398,2025-04-22T15:47:51.041879-04:00,2025-04-22T15:47:51,400
399,2025-04-22T15:47:51.062824-04:00,2025-04-22T15:47:51,400
400,2025-04-22T15:47:51.247350-04:00,2025-04-22T15:47:51,400
401,2025-04-22T15:47:51.269292-04:00,2025-04-22T15:47:51,400
402,2025-04-22T15:47:51.553014-04:00,2025-04-22T15:47:51,400
403,2025-04-22T15:47:51.574956-04:00,2025-04-22T15:47:51,400
404,2025-04-22T15:47:51.597894-04:00,2025-04-22T15:47:51,400
405,2025-04-22T15:47:51.762454-04:00,2025-04-22T15:47:51,400
406,2025-04-22T15:47:51.864689-04:00,2025-04-22T15:47:51,400
407,2025-04-22T15:47:52.067091-04:00,2025-04-22T15:47:52,400
408,2025-04-22T15:47:52.090032-04:00,2025-04-22T15:47:52,400
409,2025-04-22T15:47:52.373780-04:00,2025-04-22T15:47:52,400
410,2025-04-22T15:47:52.397715-04:00,2025-04-22T15:47:52,400
411,2025-04-22T15:47:52.576238-04:00,2025-04-22T15:47:52,400
412,2025-04-22T15:47:52.597182-04:00,2025-04-22T15:47:52,400
413,2025-04-22T15:47:52.880812-04:00,2025-04-22T15:47:52,400
414,2025-04-22T15:47:52.901755-04:00,2025-04-22T15:47:52,400
415,2025-04-22T15:47:53.085264-04:00,2025-04-22T15:47:53,400
416,2025-04-22T15:47:53.106208-04:00,2025-04-22T15:47:53,400
417,2025-04-22T15:47:53.128150-04:00,2025-04-22T15:47:53,400
418,2025-04-22T15:47:53.339100-04:00,2025-04-22T15:47:53,400
419,2025-04-22T15:47:53.639591-04:00,2025-04-22T15:47:53,400
420,2025-04-22T15:47:53.842540-04:00,2025-04-22T15:47:53,400
421,2025-04-22T15:47:54.049499-04:00,2025-04-22T15:47:54,400
422,2025-04-22T15:47:54.068450-04:00,2025-04-22T15:47:54,400
423,2025-04-22T15:47:54.358184-04:00,2025-04-22T15:47:54,400
424,2025-04-22T15:47:54.382120-04:00,2025-04-22T15:47:54,400
425,2025-04-22T15:47:54.573609-04:00,2025-04-22T15:47:54,400
426,2025-04-22T15:47:54.596547-04:00,2025-04-22T15:47:54,400
427,2025-04-22T15:47:54.883878-04:00,2025-04-22T15:47:54,400
428,2025-04-22T15:47:55.087841-04:00,2025-04-22T15:47:55,400
429,2025-04-22T15:47:55.108296-04:00,2025-04-22T15:47:55,400
430,2025-04-22T15:47:55.387079-04:00,2025-04-22T15:47:55,400
431,2025-04-22T15:47:55.592528-04:00,2025-04-22T15:47:55,400
432,2025-04-22T15:47:55.616465-04:00,2025-04-22T15:47:55,400
433,2025-04-22T15:47:55.796004-04:00,2025-04-22T15:47:55,400
434,2025-04-22T15:47:55.822932-04:00,2025-04-22T15:47:55,400
435,2025-04-22T15:47:56.100210-04:00,2025-04-22T15:47:56,400
436,2025-04-22T15:47:56.120157-04:00,2025-04-22T15:47:56,400
437,2025-04-22T15:47:56.302179-04:00,2025-04-22T15:47:56,400
438,2025-04-22T15:47:56.403908-04:00,2025-04-22T15:47:56,400
439,2025-04-22T15:47:56.630303-04:00,2025-04-22T15:47:56,400
440,2025-04-22T15:47:56.651246-04:00,2025-04-22T15:47:56,400
441,2025-04-22T15:47:56.839742-04:00,2025-04-22T15:47:56,400
442,2025-04-22T15:47:56.867667-04:00,2025-04-22T15:47:56,400
443,2025-04-22T15:47:57.257665-04:00,2025-04-22T15:47:57,400
444,2025-04-22T15:47:57.562061-04:00,2025-04-22T15:47:57,400
445,2025-04-22T15:47:57.763519-04:00,2025-04-22T15:47:57,400
446,2025-04-22T15:47:58.066616-04:00,2025-04-22T15:47:58,400
447,2025-04-22T15:47:58.268094-04:00,2025-04-22T15:47:58,400
448,2025-04-22T15:47:58.576270-04:00,2025-04-22T15:47:58,400
449,2025-04-22T15:47:58.605193-04:00,2025-04-22T15:47:58,400
450,2025-04-22T15:47:58.635112-04:00,2025-04-22T15:47:58,400
451,2025-04-22T15:47:58.787218-04:00,2025-04-22T15:47:58,400
452,2025-04-22T15:47:58.988680-04:00,2025-04-22T15:47:58,400
453,2025-04-22T15:47:59.293206-04:00,2025-04-22T15:47:59,400
454,2025-04-22T15:47:59.315147-04:00,2025-04-22T15:47:59,400
455,2025-04-22T15:47:59.495364-04:00,2025-04-22T15:47:59,400
456,2025-04-22T15:47:59.814020-04:00,2025-04-22T15:47:59,400
